scope	cohort	prompt_id	factor	n	male_n	female_n	unknown_n	ambiguous_n	target_success_rate	male_rate	female_rate	male_to_female_ratio
cohort_prompt	depression	8	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	9	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	10	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	11	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	12	0.0	35	1	33	1	0	0.02857142857142857	0.02857142857142857	0.9428571428571428	0.030303030303030304
cohort_prompt	depression	12	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	12	2.0	35	1	33	1	0	0.02857142857142857	0.02857142857142857	0.9428571428571428	0.030303030303030304
cohort_prompt	depression	12	3.0	35	1	30	4	0	0.02857142857142857	0.02857142857142857	0.8571428571428571	0.03333333333333333
cohort_prompt	depression	12	4.0	35	3	26	6	0	0.08571428571428572	0.08571428571428572	0.7428571428571429	0.11538461538461539
cohort_prompt	depression	12	5.0	35	2	25	8	0	0.05714285714285714	0.05714285714285714	0.7142857142857143	0.08
cohort_prompt	depression	13	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	13	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	13	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	13	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	13	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	13	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	14	5.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	depression	15	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	15	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	15	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	15	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	15	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	15	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	16	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	17	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	18	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	18	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
